TIMESTAMP;RECORD;BattV_Avg;PTemp_C_Avg;VW_Avg(1);PA_uS_Avg(1);VW_Avg(2);PA_uS_Avg(2);VW_Avg(3);PA_uS_Avg(3);VW_Avg(4);PA_uS_Avg(4);VW_Avg(5);PA_uS_Avg(5);VW_Avg(6);PA_uS_Avg(6);VW_Avg(7);PA_uS_Avg(7);VW_Avg(8);PA_uS_Avg(8);VW_Avg(9);PA_uS_Avg(9);VW_Avg(10);PA_uS_Avg(10);VW_Avg(11);PA_uS_Avg(11);VW_Avg(12);PA_uS_Avg(12);VW_Avg(13);PA_uS_Avg(13);VW_Avg(14);PA_uS_Avg(14);VW_Avg(15);PA_uS_Avg(15);VW_Avg(16);PA_uS_Avg(16);VW_Avg(17);PA_uS_Avg(17);VW_Avg(18);PA_uS_Avg(18);VW_Avg(19);PA_uS_Avg(19);VW_Avg(20);PA_uS_Avg(20);BattV_Max;BattV_TMx;PTemp_C_Max;PTemp_C_TMx;VW_Max(1);VW_TMx(1);PA_uS_Max(1);PA_uS_TMx(1);VW_Max(2);VW_TMx(2);PA_uS_Max(2);PA_uS_TMx(2);VW_Max(3);VW_TMx(3);PA_uS_Max(3);PA_uS_TMx(3);VW_Max(4);VW_TMx(4);PA_uS_Max(4);PA_uS_TMx(4);VW_Max(5);VW_TMx(5);PA_uS_Max(5);PA_uS_TMx(5);VW_Max(6);VW_TMx(6);PA_uS_Max(6);PA_uS_TMx(6);VW_Max(7);VW_TMx(7);PA_uS_Max(7);PA_uS_TMx(7);VW_Max(8);VW_TMx(8);PA_uS_Max(8);PA_uS_TMx(8);VW_Max(9);VW_TMx(9);PA_uS_Max(9);PA_uS_TMx(9);VW_Max(10);VW_TMx(10);PA_uS_Max(10);PA_uS_TMx(10);VW_Max(11);VW_TMx(11);PA_uS_Max(11);PA_uS_TMx(11);VW_Max(12);VW_TMx(12);PA_uS_Max(12);PA_uS_TMx(12);VW_Max(13);VW_TMx(13);PA_uS_Max(13);PA_uS_TMx(13);VW_Max(14);VW_TMx(14);PA_uS_Max(14);PA_uS_TMx(14);VW_Max(15);VW_TMx(15);PA_uS_Max(15);PA_uS_TMx(15);VW_Max(16);VW_TMx(16);PA_uS_Max(16);PA_uS_TMx(16);VW_Max(17);VW_TMx(17);PA_uS_Max(17);PA_uS_TMx(17);VW_Max(18);VW_TMx(18);PA_uS_Max(18);PA_uS_TMx(18);VW_Max(19);VW_TMx(19);PA_uS_Max(19);PA_uS_TMx(19);VW_Max(20);VW_TMx(20);PA_uS_Max(20);PA_uS_TMx(20);BattV_Min;BattV_TMn;PTemp_C_Min;PTemp_C_TMn;VW_Min(1);VW_TMn(1);PA_uS_Min(1);PA_uS_TMn(1);VW_Min(2);VW_TMn(2);PA_uS_Min(2);PA_uS_TMn(2);VW_Min(3);VW_TMn(3);PA_uS_Min(3);PA_uS_TMn(3);VW_Min(4);VW_TMn(4);PA_uS_Min(4);PA_uS_TMn(4);VW_Min(5);VW_TMn(5);PA_uS_Min(5);PA_uS_TMn(5);VW_Min(6);VW_TMn(6);PA_uS_Min(6);PA_uS_TMn(6);VW_Min(7);VW_TMn(7);PA_uS_Min(7);PA_uS_TMn(7);VW_Min(8);VW_TMn(8);PA_uS_Min(8);PA_uS_TMn(8);VW_Min(9);VW_TMn(9);PA_uS_Min(9);PA_uS_TMn(9);VW_Min(10);VW_TMn(10);PA_uS_Min(10);PA_uS_TMn(10);VW_Min(11);VW_TMn(11);PA_uS_Min(11);PA_uS_TMn(11);VW_Min(12);VW_TMn(12);PA_uS_Min(12);PA_uS_TMn(12);VW_Min(13);VW_TMn(13);PA_uS_Min(13);PA_uS_TMn(13);VW_Min(14);VW_TMn(14);PA_uS_Min(14);PA_uS_TMn(14);VW_Min(15);VW_TMn(15);PA_uS_Min(15);PA_uS_TMn(15);VW_Min(16);VW_TMn(16);PA_uS_Min(16);PA_uS_TMn(16);VW_Min(17);VW_TMn(17);PA_uS_Min(17);PA_uS_TMn(17);VW_Min(18);VW_TMn(18);PA_uS_Min(18);PA_uS_TMn(18);VW_Min(19);VW_TMn(19);PA_uS_Min(19);PA_uS_TMn(19);VW_Min(20);VW_TMn(20);PA_uS_Min(20);PA_uS_TMn(20)
20/09/2022 19:00;10;13.69;16.86;0.279;27.17;0.258;26.48;0.229;25.51;0.225;25.38;0.238;25.84;0.27;26.89;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.71;20/09/2022 18:31;17.69;20/09/2022 18:31;0.279;20/09/2022 18:31;27.17;20/09/2022 18:31;0.258;20/09/2022 18:31;26.49;20/09/2022 18:31;0.229;20/09/2022 18:35;25.53;20/09/2022 18:35;0.225;20/09/2022 18:46;25.39;20/09/2022 18:46;0.239;20/09/2022 18:40;25.85;20/09/2022 18:40;0.271;20/09/2022 18:32;26.9;20/09/2022 18:32;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.66;20/09/2022 19:00;16.12;20/09/2022 19:00;0.279;20/09/2022 18:31;27.17;20/09/2022 18:31;0.258;20/09/2022 18:41;26.48;20/09/2022 18:41;0.228;20/09/2022 18:31;25.5;20/09/2022 18:31;0.225;20/09/2022 18:31;25.38;20/09/2022 18:31;0.238;20/09/2022 19:00;25.82;20/09/2022 19:00;0.27;20/09/2022 18:31;26.88;20/09/2022 18:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 19:30;11;13.54;15.36;0.279;27.16;0.257;26.47;0.228;25.5;0.224;25.37;0.238;25.83;0.27;26.89;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.66;20/09/2022 19:01;16.07;20/09/2022 19:01;0.279;20/09/2022 19:01;27.17;20/09/2022 19:01;0.258;20/09/2022 19:01;26.48;20/09/2022 19:01;0.229;20/09/2022 19:18;25.53;20/09/2022 19:18;0.225;20/09/2022 19:01;25.38;20/09/2022 19:01;0.238;20/09/2022 19:01;25.84;20/09/2022 19:01;0.271;20/09/2022 19:03;26.9;20/09/2022 19:03;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.44;20/09/2022 19:30;14.64;20/09/2022 19:30;0.279;20/09/2022 19:04;27.15;20/09/2022 19:04;0.257;20/09/2022 19:16;26.46;20/09/2022 19:16;0.227;20/09/2022 19:09;25.44;20/09/2022 19:09;0.224;20/09/2022 19:08;25.36;20/09/2022 19:08;0.238;20/09/2022 19:12;25.82;20/09/2022 19:12;0.27;20/09/2022 19:01;26.88;20/09/2022 19:01;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 20:00;12;13.33;13.89;0.279;27.15;0.257;26.46;0.228;25.49;0.224;25.36;0.238;25.82;0.27;26.88;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.43;20/09/2022 19:31;14.59;20/09/2022 19:31;0.279;20/09/2022 19:31;27.15;20/09/2022 19:31;0.257;20/09/2022 19:31;26.46;20/09/2022 19:31;0.229;20/09/2022 19:32;25.53;20/09/2022 19:32;0.224;20/09/2022 19:31;25.36;20/09/2022 19:31;0.238;20/09/2022 19:41;25.84;20/09/2022 19:41;0.27;20/09/2022 19:31;26.88;20/09/2022 19:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.25;20/09/2022 20:00;13.23;20/09/2022 20:00;0.278;20/09/2022 19:43;27.14;20/09/2022 19:43;0.257;20/09/2022 19:38;26.45;20/09/2022 19:38;0.226;20/09/2022 19:46;25.43;20/09/2022 19:46;0.224;20/09/2022 19:33;25.35;20/09/2022 19:33;0.237;20/09/2022 19:58;25.81;20/09/2022 19:58;0.27;20/09/2022 19:47;26.87;20/09/2022 19:47;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 20:30;13;13.17;12.63;0.278;27.14;0.257;26.45;0.227;25.44;0.224;25.35;0.238;25.82;0.27;26.88;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.24;20/09/2022 20:01;13.19;20/09/2022 20:01;0.278;20/09/2022 20:01;27.14;20/09/2022 20:01;0.257;20/09/2022 20:03;26.46;20/09/2022 20:03;0.227;20/09/2022 20:01;25.47;20/09/2022 20:01;0.224;20/09/2022 20:01;25.36;20/09/2022 20:01;0.238;20/09/2022 20:02;25.82;20/09/2022 20:02;0.27;20/09/2022 20:01;26.88;20/09/2022 20:01;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.1;20/09/2022 20:30;12.05;20/09/2022 20:30;0.278;20/09/2022 20:25;27.13;20/09/2022 20:25;0.257;20/09/2022 20:01;26.45;20/09/2022 20:01;0.226;20/09/2022 20:21;25.43;20/09/2022 20:21;0.223;20/09/2022 20:12;25.34;20/09/2022 20:12;0.237;20/09/2022 20:01;25.81;20/09/2022 20:01;0.27;20/09/2022 20:05;26.87;20/09/2022 20:05;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 21:00;14;13.04;11.49;0.278;27.13;0.256;26.44;0.226;25.42;0.224;25.35;0.237;25.81;0.27;26.87;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.1;20/09/2022 20:32;12.02;20/09/2022 20:31;0.278;20/09/2022 20:31;27.14;20/09/2022 20:31;0.257;20/09/2022 20:32;26.45;20/09/2022 20:32;0.226;20/09/2022 20:31;25.43;20/09/2022 20:31;0.224;20/09/2022 20:31;25.35;20/09/2022 20:31;0.238;20/09/2022 20:33;25.82;20/09/2022 20:33;0.27;20/09/2022 20:44;26.88;20/09/2022 20:44;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.98;20/09/2022 21:00;10.97;20/09/2022 21:00;0.278;20/09/2022 20:37;27.13;20/09/2022 20:37;0.256;20/09/2022 20:31;26.44;20/09/2022 20:31;0.226;20/09/2022 20:32;25.42;20/09/2022 20:32;0.223;20/09/2022 20:36;25.34;20/09/2022 20:36;0.237;20/09/2022 20:45;25.8;20/09/2022 20:45;0.27;20/09/2022 20:31;26.87;20/09/2022 20:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 21:30;15;12.93;10.59;0.278;27.13;0.256;26.43;0.226;25.42;0.223;25.33;0.237;25.8;0.27;26.87;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.98;20/09/2022 21:01;10.95;20/09/2022 21:01;0.278;20/09/2022 21:03;27.14;20/09/2022 21:03;0.256;20/09/2022 21:01;26.44;20/09/2022 21:01;0.227;20/09/2022 21:08;25.44;20/09/2022 21:08;0.224;20/09/2022 21:01;25.35;20/09/2022 21:01;0.237;20/09/2022 21:08;25.81;20/09/2022 21:08;0.27;20/09/2022 21:01;26.87;20/09/2022 21:01;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.89;20/09/2022 21:30;10.22;20/09/2022 21:30;0.277;20/09/2022 21:21;27.11;20/09/2022 21:21;0.256;20/09/2022 21:04;26.42;20/09/2022 21:04;0.225;20/09/2022 21:24;25.4;20/09/2022 21:24;0.223;20/09/2022 21:10;25.32;20/09/2022 21:10;0.237;20/09/2022 21:01;25.8;20/09/2022 21:01;0.269;20/09/2022 21:09;26.86;20/09/2022 21:09;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 22:00;16;12.86;9.96;0.278;27.12;0.256;26.43;0.226;25.44;0.223;25.33;0.237;25.8;0.27;26.86;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.89;20/09/2022 21:33;10.22;20/09/2022 21:31;0.278;20/09/2022 21:31;27.13;20/09/2022 21:31;0.256;20/09/2022 21:31;26.44;20/09/2022 21:31;0.227;20/09/2022 21:36;25.46;20/09/2022 21:36;0.223;20/09/2022 21:32;25.34;20/09/2022 21:32;0.237;20/09/2022 21:31;25.8;20/09/2022 21:31;0.27;20/09/2022 21:31;26.87;20/09/2022 21:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.84;20/09/2022 22:00;9.71;20/09/2022 22:00;0.277;20/09/2022 21:39;27.11;20/09/2022 21:39;0.256;20/09/2022 21:33;26.42;20/09/2022 21:33;0.225;20/09/2022 21:56;25.4;20/09/2022 21:56;0.223;20/09/2022 21:31;25.32;20/09/2022 21:31;0.237;20/09/2022 21:49;25.78;20/09/2022 21:49;0.269;20/09/2022 21:32;26.86;20/09/2022 21:32;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 22:30;17;12.83;9.58;0.278;27.12;0.256;26.42;0.226;25.41;0.223;25.32;0.237;25.79;0.269;26.86;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.84;20/09/2022 22:01;9.68;20/09/2022 22:01;0.278;20/09/2022 22:01;27.13;20/09/2022 22:01;0.256;20/09/2022 22:01;26.42;20/09/2022 22:01;0.226;20/09/2022 22:02;25.42;20/09/2022 22:02;0.223;20/09/2022 22:03;25.32;20/09/2022 22:03;0.237;20/09/2022 22:01;25.8;20/09/2022 22:01;0.27;20/09/2022 22:03;26.87;20/09/2022 22:03;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.82;20/09/2022 22:29;9.46;20/09/2022 22:30;0.277;20/09/2022 22:02;27.11;20/09/2022 22:02;0.255;20/09/2022 22:14;26.41;20/09/2022 22:14;0.225;20/09/2022 22:01;25.4;20/09/2022 22:01;0.223;20/09/2022 22:01;25.31;20/09/2022 22:01;0.237;20/09/2022 22:11;25.78;20/09/2022 22:11;0.269;20/09/2022 22:01;26.86;20/09/2022 22:01;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 23:00;18;12.82;9.27;0.277;27.11;0.256;26.41;0.226;25.41;0.223;25.31;0.237;25.79;0.269;26.85;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.82;20/09/2022 22:34;9.46;20/09/2022 22:31;0.277;20/09/2022 22:31;27.11;20/09/2022 22:31;0.256;20/09/2022 22:31;26.42;20/09/2022 22:31;0.226;20/09/2022 22:36;25.43;20/09/2022 22:36;0.223;20/09/2022 22:32;25.32;20/09/2022 22:32;0.237;20/09/2022 22:33;25.8;20/09/2022 22:33;0.269;20/09/2022 22:31;26.86;20/09/2022 22:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.81;20/09/2022 23:00;9.1;20/09/2022 22:59;0.277;20/09/2022 22:50;27.1;20/09/2022 22:50;0.255;20/09/2022 22:37;26.41;20/09/2022 22:37;0.225;20/09/2022 22:31;25.4;20/09/2022 22:31;0.223;20/09/2022 22:31;25.31;20/09/2022 22:31;0.237;20/09/2022 22:31;25.78;20/09/2022 22:31;0.269;20/09/2022 22:37;26.84;20/09/2022 22:37;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
20/09/2022 23:30;19;12.81;8.92;0.277;27.11;0.255;26.4;0.225;25.4;0.223;25.31;0.236;25.78;0.269;26.84;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.81;20/09/2022 23:06;9.08;20/09/2022 23:01;0.277;20/09/2022 23:01;27.11;20/09/2022 23:01;0.256;20/09/2022 23:06;26.42;20/09/2022 23:06;0.225;20/09/2022 23:08;25.4;20/09/2022 23:08;0.223;20/09/2022 23:03;25.32;20/09/2022 23:03;0.237;20/09/2022 23:01;25.78;20/09/2022 23:01;0.269;20/09/2022 23:01;26.86;20/09/2022 23:01;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.8;20/09/2022 23:26;8.75;20/09/2022 23:29;0.277;20/09/2022 23:08;27.1;20/09/2022 23:08;0.255;20/09/2022 23:10;26.39;20/09/2022 23:10;0.225;20/09/2022 23:01;25.39;20/09/2022 23:01;0.222;20/09/2022 23:20;25.3;20/09/2022 23:20;0.236;20/09/2022 23:09;25.77;20/09/2022 23:09;0.269;20/09/2022 23:27;26.83;20/09/2022 23:27;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
